teid,RdfId,PsseType,NodeType,CircuitIdentifier,Name,BusNumber1,BusName1,Substation1,BusNumber2,BusName2,Substation2,EquipmentName,OpEqName,branch_id,branch_name,b1,b2,ckt,DeviceType,FromName,ToName,OP_EQCODE,EQNAME,match_status,unmatched_reason
313491,df388957-8d0a-464d-8bf5-a06449bc3a22,Transformer,PowerTransformer,2,AT2T 13.2kV-1kV,77680,L_CLEASP1_2Y,CLEASP,77682,L_CLEASP1_2Z,CLEASP,AT2T,CLEASP_AT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
726992,df5c69d7-abad-41ad-9f19-f354c6a452a6,Transformer,PowerTransformer,1,XF1T 13.8kV-1kV,60460,HERON0A,HERON,60111,HERONDUM,HERON,XF1T,HERON_XF1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
334203,dfb8b4ea-a67b-474e-abaa-a8e3c7648a73,Transformer,PowerTransformer,2,1TR2 12.47kV-1kV,23918,TULECNY3,TULECNYN,79525,TULESTR,TULECNYN,1TR2,TULECNYN_1TR2,,,,,,,,,,,unmatched,transformer_tertiary_stub
279223,e042c23b-1b43-4fdb-aeb9-a857cfb74f44,Transformer,PowerTransformer,1,XF2T 13.8kV-1kV,12373,ANNASW1_3,ANASW,24051,ANASW2_1,ANASW,XF2T,ANASW_XF2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
458030,e073751a-3ec3-4e52-b767-6691926f9844,Transformer,PowerTransformer,T2,XT2S 13.8kV-1kV,111132,BAC_CTG1,BAC,111138,111138,BAC,XT2S,BAC_XT2S,,,,,,,,,,,unmatched,transformer_tertiary_stub
700693,e133723a-4fc9-40a6-9364-a283912be953,Transformer,PowerTransformer,T2,MPTA 34.5kV-1kV,153532,ELZA_SLR_S1,ELZA_SLR,153534,ELZA_SLR_L1,ELZA_SLR,MPTA,ELZA_SLR_MPTA,,,,,,,,,,,unmatched,transformer_tertiary_stub
126308,e14b4417-3dc6-4dca-be5d-846a357b3c94,Transformer,PowerTransformer,1,MR3T 13.8kV-1kV,12388,HACKBRY1_3,HKBRY,24026,HKBRY3_1,HKBRY,MR3T,HKBRY_MR3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
828836,e1deb3a9-f502-40b2-bc94-d6cdb82afa81,Transformer,PowerTransformer,2,MR2T 13.8kV-1kV,24970,WALLEYE2_3,WCRSW,24168,WALLEYE2_T,WCRSW,MR2T,WCRSW_MR2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
320678,e29ca805-f9e7-4089-8a0e-fa7670da0667,Transformer,PowerTransformer,3,AT3T 13.2kV-1kV,77075,L_LYTTSP1_3Y,LYTTON_S,77816,L_LYTTSP1_1Y,LYTTON_S,AT3T,LYTTON_S_AT3T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279266,e3788800-1252-4561-bf27-d12c43519025,Transformer,PowerTransformer,1,AXFT 13.8kV-1kV,12419,CHILSW1_3,CDHSW,24054,CDHSW2_1,CDHSW,AXFT,CDHSW_AXFT,,,,,,,,,,,unmatched,transformer_tertiary_stub
118783,e44538fa-2c23-4951-b533-37d679996b8b,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,11876,BENBRK_A_3,BNBSW,24021,BNBSW1_1,BNBSW,MR1T,BNBSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
279482,e460b141-69ba-47fe-bbb5-d544501fe3fd,Transformer,PowerTransformer,A5,AT5T 23kV-1kV,49003,BELAIR_A5TER,BI,49125,BELAIR_A5STR,BI,AT5T,BI_AT5T,,,,,,,,,,,unmatched,transformer_tertiary_stub
443805,e4dcf02e-cb09-4058-a2ab-383c20c75839,Transformer,PowerTransformer,2,AT2T 13.2kV-1kV,77309,L_WINCHE1_2Y,WINCHES,777309,L_WINCHE3_1Y,WINCHES,AT2T,WINCHES_AT2T,,,,,,,,,,,unmatched,transformer_tertiary_stub
325460,e4f283f3-24d2-4dd8-9d5b-98886889281b,Transformer,PowerTransformer,2,AT1T 13.2kV-1kV,7832,L_ZORN__1_1Y,ZORN,777180,L_ZORN__1_1Z,ZORN,AT1T,ZORN_AT1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
763015,e568e142-be4c-46fe-aa4d-14761c841e19,Transformer,PowerTransformer,1,XFT1 36kV-1kV,6163,PAINTCRE0A,PAINTCRE,6160,PC1DUM,PAINTCRE,XFT1,PAINTCRE_XFT1,,,,,,,,,,,unmatched,transformer_tertiary_stub
279644,e5863ba8-c784-426b-9bec-2b6fdbee5691,Transformer,PowerTransformer,1,BUT1 13.8kV-1kV,170031,MAR_MARSFOG1,MARSFO,77359,L_MARSFO1_1,MARSFO,BUT1,MARSFO_BUT1,,,,,,,,,,,unmatched,transformer_tertiary_stub
731937,e596c750-7c78-4902-be06-448592a78c57,Transformer,PowerTransformer,T1,SU1X 13.8kV-1kV,171091,TIMPP_N1,TIMPP,171097,TIMPP_0_T1,TIMPP,SU1X,TIMPP_SU1X,,,,,,,,,,,unmatched,transformer_tertiary_stub
279590,e5d2f67e-38d5-4842-b0a1-624dc182fac4,Transformer,PowerTransformer,1,MR1T 13.8kV-1kV,11434,GRHAMSES1_3,GRSES,24073,GRSES1_1,GRSES,MR1T,GRSES_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
664628,e6006a75-7d29-4282-8abe-bab27927461a,Transformer,PowerTransformer,T2,KT2A 34.5kV-1kV,112873,GSTAR_S3,PHO,112881,112881,PHO,KT2A,PHO_KT2A,,,,,,,,,,,unmatched,transformer_tertiary_stub
603132,e843844f-3d85-4fd2-b07b-06518ee68de8,Transformer,PowerTransformer,2,MR1T 13.8kV-1kV,11386,CONSAVVY1_3,CONSW,24143,CONSW_AUTO1,CONSW,MR1T,CONSW_MR1T,,,,,,,,,,,unmatched,transformer_tertiary_stub
