teid,RdfId,PsseType,NodeType,CircuitIdentifier,Name,BusNumber1,BusName1,Substation1,BusNumber2,BusName2,Substation2,EquipmentName,OpEqName,branch_id,branch_name,b1,b2,ckt,DeviceType,FromName,ToName,OP_EQCODE,EQNAME,match_status,opeq_agrees,fuzzy_ratio,is_high_side
567139,028e32a0-c4c5-41f6-95d9-7421da9e514b,Branch,ACLineSegment,1,138_SXT_ALS_1 1 1 138kV,38310,TN16TH_ST_1,16TH_ST,38331,TNALAMOST_1,ALAMO_ST,1,138_SXT_ALS_1,60012230.0,138_SXT_ALS1,,,1,Line,TN16TH_ST_1,TNALAMOST_1,138_SXT_ALS_1,1,matched,True,0.0,False
62,02940eb9-2e1a-49bc-b4ca-626df7a9a0b7,Branch,ACLineSegment,1,GAT_FRTG_1 1 1 69kV,157,GATESVILLE,GATESVIL,250,FRTGATESSW,FRTGTSSW,1,GAT_FRTG_1,60004962.0,GAT_FRTG1,,,1,Line,FRTGATESSW,GATESVILLE,GAT_FRTG_1,1,matched,True,0.0,False
620281,02943247-8c56-49c6-bd0b-5b95ef5bdf07,Branch,ACLineSegment,1,_G 1 138kV,3446,PEPPERVINE_8,PVNSW,3563,WACOMM1T_8,WMMT1,_G,1890__G,60012685.0,1890_G,,,1,Line,PEPPERVINE_8,WACOMM1T_8,1890__G,_G,matched,True,0.0,False
419792,0294b56f-b942-49ad-b976-e4155623b65e,Branch,ACLineSegment,1,_A 1 138kV,2016,EULESS_8,EULES,12021,GV_360_1_8,GRHWY,_A,743__A,60010182.0,743_A,,,1,Line,EULESS_8,GV_360_1_8,743__A,_A,matched,True,0.0,False
163,02a3fe30-b8ca-4e0b-a907-87de8d106bfe,Branch,ACLineSegment,1,890__C _C 1 138kV,1691,VALLYSES1_8,VLSES,1755,ECTOR_P8,ECTPD,_C,890__C,60002719.0,890_C,,,1,Line,VALLYSES1_8,ECTOR_P8,890__C,_C,matched,True,0.0,False
1731,02a48fb1-7e3b-4a77-85e6-b52ca0227872,Branch,ACLineSegment,1,3150__B _B 1 138kV,3014,CKRELL1_8,CKRHL,3016,HMPTN1_8,HMTRD,_B,3150__B,60001127.0,3150_B,,,1,Line,CKRELL1_8,HMPTN1_8,3150__B,_B,matched,True,0.0,False
1698,02ad3e60-c627-44b0-8cce-3a6d2c9063d2,Branch,ACLineSegment,1,3490__B _B 1 138kV,2884,BLKWEL1_8,BKWST,2886,JENKNS1_8,JNKNS,_B,3490__B,60001289.0,3490_B,,,1,Line,BLKWEL1_8,JENKNS1_8,3490__B,_B,matched,True,0.0,False
620177,02c0822f-0297-48db-9365-9ff8707e8e0d,Branch,ACLineSegment,1,_A 1 138kV,3658,TAYLOR1_8,TAYLR,3693,MALLARD_8,MALSW,_A,1685__A,60012921.0,1685_A,,,1,Line,MALLARD_8,TAYLOR1_8,1685__A,_A,matched,True,0.0,False
383009,02c317fd-d493-404f-a4f0-38ec92743294,Branch,ACLineSegment,1,660T660_1 1 1 138kV,76022,L_DESEME8_1Y,DESEME,76582,L_MEVISW8_1Y,MEVISW,1,660T660_1,60009908.0,660T6601,,,1,Line,L_MEVISW8_1Y,L_DESEME8_1Y,660T660_1,1,matched,True,0.0,False
263302,02c8869c-4472-448f-af4e-8a54f01e7e90,Branch,ACLineSegment,09,CYFKL_09_A A 09 138kV,45952,KLUGE___81B8,KL,48079,CYFAIR09TP_8,CYF,A,CYFKL_09_A,60004201.0,CYFKL_09A,,,09,Line,CYFAIR09TP_8,KLUGE___81B8,CYFKL_09_A,A,matched,True,0.0,False
1821,02ca4c8a-4568-4c22-b2dd-89aa21acaaa0,Branch,ACLineSegment,1,3220__A _A 1 138kV,2421,CHILSW_S8,CDHSW,2999,DVIL1_8,DNCNV,_A,3220__A,60001159.0,3220_A,,,1,Line,CHILSW_S8,DVIL1_8,3220__A,_A,matched,True,0.0,False
2976,02d147c1-1641-4d7d-996b-7d5cce6d78ff,Branch,ACLineSegment,1,1140_B _B 1 138kV,15020,DFW_DE1T1_8,DFWD1,15025,DFW_DE2T1_8,DFWD2,_B,1140__B,60000145.0,1140_B,,,1,Line,DFW_DE1T1_8,DFW_DE2T1_8,1140__B,_B,matched,True,0.0,False
771746,02deac37-28cb-4226-aadd-db3462d9ca2e,Branch,ACLineSegment,2,562_C _C 2 138kV,1754,VAN_AL_8,VANAL,2145,CAVENDER_P8,SQPOI,_C,562__C,60099487.0,562_C,,,2,Line,CAVENDER_P8,VAN_AL_8,562__C,_C,matched,True,0.0,False
933,02f45938-977c-4d85-869a-240b284df434,Branch,ACLineSegment,1,2160__H _H 1 69kV,3185,IRONBRG_9,IRBRG,3191,DUCKCVTA_9,DCVT2,_H,2160__H,60000834.0,2160_H,,,1,Line,IRONBRG_9,DUCKCVTA_9,2160__H,_H,matched,True,0.0,True
2304,02f8ffea-830f-4d1a-8a9e-3f70a790524a,Branch,ACLineSegment,1,6011__A _A 1 345kV,1422,BOWMAN_5,BOMSW,1425,FISHRDSS1_5,FSHSW,_A,6011__A,60001783.0,6011_A,,,1,Line,BOWMAN_5,FISHRDSS1_5,6011__A,_A,matched,True,0.0,False
4661,031ca52f-01ec-4ddd-bffc-b60803d7c642,Branch,ACLineSegment,1,6605__A _A 1 69kV,1323,BIGSPRIG_9,BSPSW,1351,BSPGGULF_9,BSGUL,_A,6605__A,60002279.0,6605_A,,,1,Line,BIGSPRIG_9,BSPGGULF_9,6605__A,_A,matched,True,0.0,False
1494,0328d3aa-e4f9-4bad-aecf-c38a68f32670,Branch,ACLineSegment,1,6335__B _B 1 138kV,2170,EPDC_FRNK_8,FRNTM,2180,EPDC3_8,EPDCS,_B,6335__B,60002058.0,6335_B,,,1,Line,EPDC_FRNK_8,EPDC3_8,6335__B,_B,matched,True,0.0,False
209229,0338ba6c-a83e-49ed-bb0f-6df07b0a1456,Branch,ACLineSegment,1,VANHUMBLSW2SUB_1 1 1 69kV,5579,VANHUMBLSUB9,VANHUM,5580,VANHUMBLESW9,VANHUMSW,1,VANHUMBLSW2SUB_1,60008020.0,VANHUMBLSW2SUB1,,,1,Line,VANHUMBLSUB9,VANHUMBLESW9,VANHUMBLSW2SUB_1,1,duplicate_resolved_by_opeqcode,True,0.0,False
868492,03418559-9c9b-44e5-8a7b-fe34917102d0,Branch,ACLineSegment,7,1380_C _C 7 138kV,27541,HANBY_8,HANBY,2756,MSQTE1_8,MESQE,_C,1380__C,60112865.0,1380_C,,,7,Line,HANBY_8,MSQTE1_8,1380__C,_C,matched,True,0.0,False
741566,0346bf61-c211-4d7a-9955-7acfe98f591c,Branch,ACLineSegment,1,675_A _A 1 138kV,3064,BRADBERRY_8,BBYSW,3065,REINDEER_8,RNDER,_A,675__A,60096983.0,675,,,1,Line,BRADBERRY_8,REINDEER_8,675__A,_A,matched,True,0.0,False
668185,036636da-5614-4374-a77a-c6549b7c1954,Branch,ACLineSegment,2,1831_B _B 2 138kV,3446,PEPPERVINE_8,PVNSW,900792,WACOSANG1_8,WSANG,_B,1831__B,60078173.0,1831_B,,,2,Line,PEPPERVINE_8,WACOSANG1_8,1831__B,_B,matched,True,0.0,False
4664,03864c19-7595-44ea-8adf-5a713c0f9951,Branch,ACLineSegment,1,665T665_1 1 1 138kV,76014,L_SOMETA8_1Y,SW_MESA,76597,L_ROBBSW8_1Y,ROBBSW,1,665T665_1,60009905.0,665T6651,,,1,Line,L_SOMETA8_1Y,L_ROBBSW8_1Y,665T665_1,1,duplicate_resolved_by_opeqcode,True,0.0,False
4305,038823c7-bc71-47fa-bc0d-39ce05e11170,Branch,ACLineSegment,1,TUG_LEON_1 1 1 69kV,142,TUGTSVILSW,GTVSW,145,LEONJUNCTN,LEONJNCT,1,TUG_LEON_1,60007637.0,TUG_LEON1,,,1,Line,TUGTSVILSW,LEONJUNCTN,TUG_LEON_1,1,matched,True,0.0,False
285614,038cec08-de2f-44f7-a437-3a4eace70b8b,Branch,ACLineSegment,1,6611__F _F 1 69kV,9413,SLAMESA_9,STHLMESA,18920,CENTDWSN_9,SLPOI,_F,6611__F,60002294.0,6611_F,,,1,Line,SLAMESA_9,CENTDWSN_9,6611__F,_F,matched,True,0.0,False
746440,03992dcb-5e8b-41e7-bfdf-e7c0063e9390,Branch,ACLineSegment,1,12010_A _A 1 138kV,1569,GRINDSTONE_8,GRSSW,1592,WTHFRDSS_8,WTHSW,_A,12010__A,60098221.0,12010,,,1,Line,GRINDSTONE_8,WTHFRDSS_8,12010__A,_A,matched,True,0.0,False
4667,03b1db9b-d90b-4dd2-be48-548c455120a2,Branch,ACLineSegment,1,42T425_1 1 1 69kV,7616,L_NIXOGV9_1Y,NIXOGV,7617,L_NIXON_9_1Y,NIXON,1,42T425_1,60001536.0,42T4251,,,1,Line,L_NIXOGV9_1Y,L_NIXON_9_1Y,42T425_1,1,matched,True,0.0,False
2458,03b64012-770f-4887-b1a6-f64e7e595036,Branch,ACLineSegment,1,CKT_3122_1 1 1 345kV,7055,L_FPPYD25_1Y,FPPYD2,9073,HOLMAN,HOLMAN,1,CKT_3122_1,60003863.0,CKT_31221,,,1,Line,L_FPPYD25_1Y,HOLMAN,CKT_3122_1,1,matched,True,0.0,False
1181,03d0627d-1fb5-4bfa-9e33-d84d8be7c557,Branch,ACLineSegment,1,RANDAD_ZAPATA1_1 1 1 138kV,8299,ZAPATA4A,ZAPATA,8699,RANDADO4A,RANDADO,1,RANDAD_ZAPATA1_1,60006857.0,RANDAD_ZAPATA11,,,1,Line,RANDADO4A,ZAPATA4A,RANDAD_ZAPATA1_1,1,matched,True,0.0,False
87585,03e0ccf8-28db-436b-831a-e793d9590ee6,Branch,ACLineSegment,1,COTULA_JARDIN1_1 1 1 138kV,8526,STECTLA4A,COTULAS,8611,JARDIN4A,JARDIN,1,COTULA_JARDIN1_1,60008144.0,COTULA_JARDIN11,,,1,Line,JARDIN4A,STECTLA4A,COTULA_JARDIN1_1,1,matched,True,0.0,False
290122,03e64fd0-ee1e-4bdd-accf-b7f8ed2efa83,Branch,ACLineSegment,1,2470_F _F 1 69kV,13646,CATHEY_CR_9,CATHY,13647,BARTLET_T_9,BRLTP,_F,2470__F,60000986.0,2470_F,,,1,Line,HOLLAND_9,BARTLET_T_9,2470__F,_F,matched,True,0.0,False
4670,04043700-c37f-47a7-b39d-10233ab005d0,Branch,ACLineSegment,1,BNK_DBLT_1 1 1 138kV,306,BUNKER,BNK,514,DUBLTRANCH,DBLTRNCH,1,BNK_DBLT_1,60003408.0,BNK_DBLT1,,,1,Line,DUBLTRANCH,BUNKER,BNK_DBLT_1,1,matched,True,0.0,False
1590,042be17c-14b5-469e-ae33-8ad8b2b9e4c5,Branch,ACLineSegment,1,1630__G _G 1 138kV,2471,ROYSE_A8,RYSSW,2702,RCKWL_8,RWALL,_G,1630__G,60000530.0,1630_G,,,1,Line,ROYSE_A8,RCKWL_8,1630__G,_G,matched,True,0.0,False
322437,04438435-5db1-4c11-9d22-8062d285ea3b,Branch,ACLineSegment,1,6570__A _A 1 138kV,1009,YUCCADR_8,YUCSW,1080,WHITOIL_8,WOPOD,_A,6570__A,60008903.0,6570_A,,,1,Line,YUCCADR_8,WHITOIL_8,6570__A,_A,matched,True,0.0,False
870706,044cf703-8385-4d98-ae09-bdb9154e2cfe,Branch,ACLineSegment,1,765T765_1 1 1 138kV,7176,L_COMAL_8_1Y,COMAL,7179,L_HUECSP8_1Y,HUECSP,1,765T765_1,60112909.0,765T7651,,,1,Line,L_HUECSP8_1Y,L_COMAL_8_1Y,765T765_1,1,matched,True,0.0,False
4674,045d8af8-eb7c-477e-8fab-b99ce3902463,Branch,ACLineSegment,1,CHOCBA_V_DUPS1_1 1 1 138kV,8143,V_DUPSW4A,V_DUPSW,80064,CHOCBAYU4A,CHOCBAYU,1,CHOCBA_V_DUPS1_1,60003820.0,CHOCBA_V_DUPS11,,,1,Line,CHOCBAYU4A,V_DUPSW4A,CHOCBA_V_DUPS1_1,1,matched,True,0.0,False
306961,0477ad9f-aefa-448d-b08c-ae5bcc3d13a0,Branch,ACLineSegment,88,BNSMLR88_A A 88 138kV,41355,BARNES_X88T8,BNS,41420,MILLER_X88B8,MLR,A,BNSMLR88_A,60003415.0,BNSMLR88A,,,88,Line,MILLER_X88B8,BARNES_X88T8,BNSMLR88_A,A,matched,True,0.0,False
44609,047aff95-c2aa-4574-86c3-268cf0211fbc,Branch,ACLineSegment,1,STCO_STERLI1_1 1 1 69kV,6417,STERLING,STERLING,6436,STCO2A,STCO,1,STCO_STERLI1_1,60007365.0,STCO_STERLI11,,,1,Line,STCO2A,STERLING,STCO_STERLI1_1,1,matched,True,0.0,False
328422,047b3294-29ce-41f0-8919-fbe066c5509b,Branch,ACLineSegment,1,SWINDELL_SWNDL_1 1 1 138kV,812,SWINDELL,SWINDELL,23801,SWNDL_SU,SWNDL_SU,1,SWINDELL_SWNDL_1,60008883.0,SWINDELL_SWNDL1,,,1,Line,SWNDL_SU,SWINDELL,SWINDELL_SWNDL_1,1,matched,True,0.0,False
4675,047c7694-6a16-41a1-96a7-ccfde0830351,Branch,ACLineSegment,48,STWWBY48_A A 48 138kV,43290,STEWRT__B138,STW,43521,WESTBY_R48_8,WBY,A,STWWBY48_A,60007404.0,STWWBY48A,,,48,Line,WESTBY_R48_8,STEWRT__B138,STWWBY48_A,A,matched,True,0.0,False
1480,0482587d-5f9a-492d-89c2-acf5d2dc3808,Branch,ACLineSegment,1,570__A _A 1 138kV,1984,ARGYLE1_8,ARGYL,1985,CORINTH1_8,CRNTH,_A,570__A,60001727.0,570_A,,,1,Line,CORINTH1_8,ARGYLE1_8,570__A,_A,matched,True,0.0,False
4677,04849795-e5d0-4fbb-a6ed-bdc59083c6de,Branch,ACLineSegment,1,A2_D2_1_1 1 1 138kV,5005,AUSTIN1,D2,5435,TUTTLE,TUTTLE,1,A2_D2_1_1,60002807.0,A2_D2_11,,,1,Line,AUSTIN1,TUTTLE,A2_D2_1_1,1,matched,True,0.0,False
294,0484a5b6-1a69-487a-8bc3-a40d27f56873,Branch,ACLineSegment,1,AUR_RHM_1 1 1 138kV,572,AURORA,AURORA,576,RHOME,RHM,1,AUR_RHM_1,60003129.0,AUR_RHM1,,,1,Line,RHOME,AURORA,AUR_RHM_1,1,matched,True,0.0,False
4678,048610c8-8b23-4493-b9d7-dc497b83dd96,Branch,ACLineSegment,1,CST_CUSTR_1 1 1 138kV,655,CUSTER,CST,2566,CUSTER1_P8,CUSTR,1,CST_CUSTR_1,60004174.0,CST_CUSTR1,,,1,Line,CUSTER1_P8,CUSTER,CST_CUSTR_1,1,matched,True,0.0,False
9375,0489be75-cf92-4015-bb77-411a2b3d7d92,Branch,ACLineSegment,1,VEALMOOR_W_LD_1 1 1 345kV,23849,VEALMOOR,VEALMOOR,59900,LONG_DRAW,W_LD_345,1,VEALMOOR_W_LD_1,60008208.0,VEALMOOR_W_LD1,,,1,Line,VEALMOOR,LONG_DRAW,VEALMOOR_W_LD_1,1,matched,True,0.0,False
60125,048eab07-906f-4a7a-93d9-cd115c6257d1,Branch,ACLineSegment,1,603T603_1 1 1 138kV,8283,ASHERTON4A,ASHERTON,78280,L_BEVO__8_1Y,BEVO,1,603T603_1,60001806.0,603T6031,,,1,Line,ASHERTON4A,L_BEVO__8_1Y,603T603_1,1,matched,True,0.0,False
547757,049584f6-7449-4a1b-b9ff-d77321d97290,Branch,ACLineSegment,1,APOGEE_TLINE_1 1 1 345kV,60791,PERIGEE7A,PERIGEE,143222,APOGEE_5,APOGEE,1,APOGEE_TLINE_1,60012326.0,APOGEE_TLINE1,,,1,Line,APOGEE_5,PERIGEE7A,APOGEE_TLINE_1,1,matched,True,0.0,False
91262,049fac65-7af8-4203-bc08-4c642ae368fe,Branch,ACLineSegment,1,MAUDST_MUNDAY1_1 1 1 69kV,6107,MUNDAYST2A,MUNDAYST,60391,MAUDST2A,MAUDST,1,MAUDST_MUNDAY1_1,60008423.0,MAUDST_MUNDAY11,,,1,Line,MUNDAYST2A,MAUDST2A,MAUDST_MUNDAY1_1,1,matched,True,0.0,False
2748,04a0d3c7-d172-4611-94cf-a39793ee24c4,Branch,ACLineSegment,1,1200__A _A 1 138kV,3522,HILLBORO1_8,HLSBR,3546,WHITNEY__8,WHTNY,_A,1200__A,60000183.0,1200_A,,,1,Line,WHITNEY__8,HILLBORO1_8,1200__A,_A,matched,True,0.0,False
5417,04a2fc60-f32f-4f81-8f0e-2cd681d3bffc,Branch,ACLineSegment,1,536__I _I 1 138kV,2547,MCKNY_SW2_8,MKNSW,2557,MCKNY_S2_8,MKNSO,_I,536__I,60001667.0,536_I,,,1,Line,MCKNY_SW2_8,MCKNY_S2_8,536__I,_I,matched,True,0.0,False
470028,04a53b10-4adc-482c-b5db-31f32ae98254,Branch,ACLineSegment,1,SWIMER_ZHILL 1 1 138kV,516,ZIONHILL,ZIONHILL,543,SWIMMER,SWIMMER,1,SWIMER_ZHILL_1,60011172.0,SWIMER_ZHILL1,,,1,Line,ZIONHILL,SWIMMER,SWIMER_ZHILL_1,1,matched,True,0.0,False
1409,04a5fed6-9f30-42f9-84be-3bc9b6c2787a,Branch,ACLineSegment,1,540__A _A 1 138kV,2509,ALLENSW_W8,ALNSW,2678,PL_PARKR_8,PPARK,_A,540__A,60001674.0,540_A,,,1,Line,ALLENSW_W8,PL_PARKR_8,540__A,_A,matched,True,0.0,False
320735,04ba746c-d2be-4016-8b7f-403986932657,Branch,ACLineSegment,1,MARCON_SANROM1_1 1 1 138kV,8266,MARCONI4A,MARCONI,161601,SANROMAN_8,SANROMAN,1,MARCON_SANROM1_1,60009165.0,MARCON_SANROM11,,,1,Line,MARCONI4A,SANROMAN_8,MARCON_SANROM1_1,1,matched,True,0.0,False
4680,04da9db8-f0e4-4a1d-a40b-41f4002fc285,Branch,ACLineSegment,1,FANNIN_GOLIAD1_1 1 1 69kV,5736,FANNINSUB9,FANNINS,8587,GOLIAD2A,GOLIAD,1,FANNIN_GOLIAD1_1,60004686.0,FANNIN_GOLIAD11,,,1,Line,GOLIAD2A,FANNINSUB9,FANNIN_GOLIAD1_1,1,matched,True,0.0,False
4681,04dfd72b-97a0-4aa4-b5ae-e15800d4ce7c,Branch,ACLineSegment,1,AIR_LI_VALERO1_1 1 1 69kV,8859,VALERO_E2A,VALERO_E,8959,AIR_LIQC2A,AIR_LIQC,1,AIR_LI_VALERO1_1,60002940.0,AIR_LI_VALERO11,,,1,Line,AIR_LIQC2A,VALERO_E2A,AIR_LI_VALERO1_1,1,matched,True,0.0,False
309480,04f63b55-d069-470a-ae0a-a3403eef69a2,Branch,ACLineSegment,1,T-307_1 1 1 345kV,59900,LONG_DRAW,W_LD_345,59902,SAND_BLUFF,W_SB_345,1,T-307_1,60007446.0,T-3071,,,1,Line,SAND_BLUFF,LONG_DRAW,T-307_1,1,matched,True,0.0,False
746427,05003ef9-9bc3-4076-8f98-23eb37203b36,Branch,ACLineSegment,2,6377_B _B 2 138kV,1569,GRINDSTONE_8,GRSSW,1571,ORAN1_8,ORANS,_B,6377__B,60096356.0,6377_B,,,2,Line,ORAN1_8,GRINDSTONE_8,6377__B,_B,matched,True,0.0,False
373095,05059fb2-1c8a-40cc-95c7-c1b147cc669f,Branch,ACLineSegment,1,657T657_1 1 1 138kV,7168,L_BOERNE8_1Y,BOERNE,7710,L_ESPERA8_1Y,ESPERA,1,657T657_1,60009680.0,657T6571,,,1,Line,L_BOERNE8_1Y,L_ESPERA8_1Y,657T657_1,1,matched,True,0.0,False
2083,0506d1fa-3097-42ff-bd09-c51133f595f7,Branch,ACLineSegment,1,3641__B _B 1 138kV,2634,TIDPL2_8,DALTI,12684,RICH_SV2_8,RSPVY,_B,3641__B,60001383.0,3641_B,,,1,Line,TIDPL2_8,RICH_SV2_8,3641__B,_B,matched,True,0.0,False
3401,051eac35-5bad-472a-a05b-14b4ebb91989,Branch,ACLineSegment,01,GL_SCW01_A A 01 138kV,42670,GALVES__B138,GL,43201,SEAWAL_R01_8,SCW,A,GL_SCW01_A,60005058.0,GL_SCW01A,,,01,Line,GALVES__B138,SEAWAL_R01_8,GL_SCW01_A,A,matched,True,0.0,False
670746,051f86db-afc9-4dc0-a117-e8159b247096,Branch,ACLineSegment,1,14010_A _A 1 138kV,10024,GOODNIGHT_8,GNITE,71212,L_UPTON_8_1Y,UPTON_,_A,14010__A,60089177.0,14010,,,1,Line,GOODNIGHT_8,L_UPTON_8_1Y,14010__A,_A,matched,True,0.0,False
320,051f8b7a-a4c7-4ac1-bc14-56a603af8de7,Branch,ACLineSegment,1,BROWNS_LA_PAL1_1 1 1 69kV,8289,LAPALMA2B,LA_PALMA,8331,BROWNSVL2A,BROWNSVL,1,BROWNS_LA_PAL1_1,60003496.0,BROWNS_LA_PAL11,,,1,Line,LAPALMA2B,BROWNSVL2A,BROWNS_LA_PAL1_1,1,matched,True,0.0,False
517373,05317483-d536-4466-b197-3438fbcd7b2e,Branch,ACLineSegment,1,QUINTA_REFUGI1_1 1 1 138kV,8412,REFUGIO4A,REFUGIO,8813,QUINTANA4A,QUINTANA,1,QUINTA_REFUGI1_1,60011966.0,QUINTA_REFUGI11,,,1,Line,QUINTANA4A,REFUGIO4A,QUINTA_REFUGI1_1,1,matched,True,0.0,False
1521,053845ba-af09-45b3-ab16-ea758a8d4dc3,Branch,ACLineSegment,1,3140__H _H 1 138kV,2951,STAUG2T_8,SATP2,12954,MURDK304_8,PMHTP,_H,3140__H,60001122.0,3140_H,,,1,Line,STAUG2T_8,MURDK304_8,3140__H,_H,matched,True,0.0,True
401700,0542f3c0-5645-43ec-b662-74f930d1c9b3,Branch,ACLineSegment,1,ANTSCRSP_RC_1 1 1 138kV,6847,ANTS6847,ANTSS_RC,6964,CRSP6964,CRSPOLRC,1,ANTSCRSP_RC_1,60010238.0,ANTSCRSP_RC1,,,1,Line,CRSP6964,ANTS6847,ANTSCRSP_RC_1,1,matched,True,0.0,False
1725,05438fa0-0b4c-4359-adcb-49cf77f2f83b,Branch,ACLineSegment,1,1890__E _E 1 138kV,3434,BAYLOR_T_8,BAYTP,3563,WACOMM1T_8,WMMT1,_E,1890__E,60000711.0,1890_E,,,1,Line,BAYLOR_T_8,WACOMM1T_8,1890__E,_E,matched,True,0.0,False
605648,054adf11-630d-4ea2-a6b6-2532ca342527,Branch,ACLineSegment,2,301T306_1 1 2 138kV,7606,L_MCQUEE8_1Y,MCQUEE,7608,L_CIBOLO8_1Y,CIBOLO,1,301T306_1,60012715.0,301T3061,,,2,Line,L_MCQUEE8_1Y,L_CIBOLO8_1Y,301T306_1,1,matched,True,0.0,False
757769,054b1cf0-0235-4c26-952c-bc34d0cb8bec,Branch,ACLineSegment,5,871_F _F 5 138kV,1838,MALRYCRK_8,MALCR,11806,ENLOE_T8,ENLOT,_F,871__F,60096170.0,871_F,,,5,Line,MALRYCRK_8,ENLOE_T8,871__F,_F,matched,True,0.0,False
2077,0553ea91-5358-4cde-8e51-faeb800078f9,Branch,ACLineSegment,1,745__G _G 1 138kV,2017,COPELL_S_8,CPLSO,15030,DFW_AE1_8,DFWAE,_G,745__G,60002596.0,745_G,,,1,Line,COPELL_S_8,DFW_AE1_8,745__G,_G,matched,True,0.0,False
4687,0555b1bb-2da3-4ea4-99d9-49d9219475c8,Branch,ACLineSegment,1,1 1 138kV,7291,L_HIGH368_1Y,HIGH36,7294,L_BRENNO8_1Y,BRENNO,1,215T215_1,60000826.0,215T2151,,,1,Line,L_HIGH368_1Y,L_BRENNO8_1Y,215T215_1,1,matched,True,0.0,False
39481,055a4f50-14b2-4d1a-acd2-a65b66b45485,Branch,ACLineSegment,1,138_3_1 1 1 138kV,110506,SCLPCOGN_1_8,COPSUB8,110508,CPCSUB_8,CPCSUB9,1,138_3_1,60000329.0,138_31,,,1,Line,CPCSUB_8,SCLPCOGN_1_8,138_3_1,1,matched,True,0.0,False
4688,0565f86e-a6e6-41fa-85dc-9ebe3345b990,Branch,ACLineSegment,1,513T513_1 1 1 69kV,7232,L_WAELDE9_1Y,WAELDE,7247,L_FLATON9_1Y,FLATON,1,513T513_1,60001624.0,513T5131,,,1,Line,L_WAELDE9_1Y,L_FLATON9_1Y,513T513_1,1,matched,True,0.0,False
4689,05a15e5e-8da5-40ec-9ffc-f839556fa568,Branch,ACLineSegment,1,NEWM_WAL_1 1 1 138kV,823,WALNUT,WALNUT1,849,NEWMAN8,NEWMAN,1,NEWM_WAL_1,60006378.0,NEWM_WAL1,,,1,Line,WALNUT,NEWMAN8,NEWM_WAL_1,1,matched,True,0.0,False
1637,05a220c8-bb46-4db2-898f-7de0e453e411,Branch,ACLineSegment,1,530__B _B 1 345kV,1904,WEBB3_5,WEBBS,11901,BRITNRD1_5,BRTRD,_B,530__B,60001643.0,530_B,,,1,Line,WEBB3_5,BRITNRD1_5,530__B,_B,matched,True,0.0,False
1450,05a72ad5-1d46-4aa1-8bd3-82d72c0dcf4a,Branch,ACLineSegment,1,3070__E _E 1 138kV,12441,PARKD_1EN8,PDSES,12445,MDLTM1_8,MDLTM,_E,3070__E,60001097.0,3070_E,,,2,Line,PARKD_1EN8,MDLTM1_8,3070__E,_E,matched,True,0.0,False
99667,05aa10a5-214b-45e1-8bc8-5d55819bd06b,Branch,ACLineSegment,1,AEP_SOLARA_1 1 1 138kV,60387,HENDRICK4A,HENDRICK,141663,SOLARA_8,SOLARA,1,AEP_SOLARA_1,60008496.0,AEP_SOLARA1,,,1,Line,HENDRICK4A,SOLARA_8,AEP_SOLARA_1,1,matched,True,0.0,False
454893,05b85ccd-1ec0-4ad3-b6d4-4076fffa6b6d,Branch,ACLineSegment,1,138_ELS_PCM_1 1 1 138kV,38049,TNELMST____1,ELM_ST,38091,TNPECOS___1,PECOS,1,138_ELS_PCM_1,60011312.0,138_ELS_PCM1,,,1,Line,TNELMST____1,TNPECOS___1,138_ELS_PCM_1,1,matched,True,0.0,False
4744,05be7dc9-aa74-47ef-b245-162a80077540,Branch,ACLineSegment,1,940_D _D 1 138kV,2316,MG_IND_T8,STERT,2319,WAX_PMP1_8,WXPM1,_D,940__D,60002759.0,940_D,,,1,Line,MG_IND_T8,WAX_PMP1_8,940__D,_D,matched,True,0.0,False
602833,05d1f1dc-ae41-49f6-ab52-208f97124afc,Branch,ACLineSegment,1,HOPE_JOY_1 1 1 69kV,768,JOY,JOY,11548,HOPEWLL_9,HPWSW,1,HOPE_JOY_1,60012644.0,HOPE_JOY1,,,1,Line,JOY,HOPEWLL_9,HOPE_JOY_1,1,matched,True,0.0,False
360830,05dcc2b9-83bb-4560-bfb3-3dc0c99fe5ad,Branch,ACLineSegment,1,AJO_STELLA1_1 1 1 345kV,80072,STELPOI7A,STELLATP,80076,AJO7A,AJO,1,AJO_STELLA1_1,60009925.0,AJO_STELLA11,,,1,Line,AJO7A,STELPOI7A,AJO_STELLA1_1,1,matched,True,0.0,False
1175,05e3b8ba-91a9-4e37-8c72-93be1e5fd983,Branch,ACLineSegment,1,EQUIST_MCKENZ1_1 1 1 138kV,8478,EQUISTAR4A,EQUISTAR,8858,MCKENZIE4A,MCKENZIE,1,EQUIST_MCKENZ1_1,60008139.0,EQUIST_MCKENZ11,,,1,Line,EQUISTAR4A,MCKENZIE4A,EQUIST_MCKENZ1_1,1,duplicate_resolved_by_opeqcode,True,0.0,False
1057,05e82cc4-3379-4004-8929-b62b22f4d55c,Branch,ACLineSegment,1,BALLIN_HUMBLT1_1 1 1 69kV,6338,BALLINGE2A,BALLINGE,6341,BALEXTP2A,HUMBLTAP,1,BALLIN_HUMBLT1_1,60009095.0,BALLIN_HUMBLT11,,,1,Line,BALEXTP2A,BALLINGE2A,BALLIN_HUMBLT1_1,1,duplicate_resolved_by_opeqcode,True,0.0,False
